state,lgc,population,land_size_klm2,senatorial_district,Male,Female,lgc_value,lgc_faac_per_capita,lgc_rank,prev_month_lgc,current_month_lgc,,,
Borno,Bayo,79078,985.784,C,39287,39791,62574158.83,791.2966796,720,122165639.3,130804916.2,
Borno,Biu,175760,3423.862,A,90609,85151,86607719.56,492.7612629,214,161780447.7,174526934.4,
Borno,Chibok,66333,1391.995,C,33952,32381,62391804.98,940.5847011,724,120243962.4,128965243.6,
Borno,Damboa,233200,6426.184,C,125873,107327,104588907.4,448.4944569,59,189129347.2,205108567.5,
Borno,Dikwa,105042,1836.891,B,55160,49882,69213334.09,658.911046,609,133123654.4,142896513.6,
Borno,Gubio,151286,2575.093,A,78893,72393,82201329.47,543.3505379,293,153783687,165828360.5,
Borno,Guzamala,95991,2631.444,A,50254,45737,70065294.07,729.9152428,595,132697597,142743827.1,
Borno,Gwoza,276568,2973.154,B,143407,133161,100949905.4,365.0093482,80,191070849.9,205873919.2,
Borno,Hawul,120733,2160.993,C,59611,61122,71494335.16,592.1689609,560,137576695.2,147690971.2,
Borno,Jere,209107,900.715,B,107714,101393,82487810.4,394.4765618,286,161905527.8,173465145.2,
Borno,Kaga,89996,2802.457,C,47150,42846,72914926.53,810.2018593,521,135104501.7,145797594.5,
Borno,Kala/Balge,60834,1962.132,B,31260,29574,67102115.79,1103.036391,656,124757175.3,134510363,
Borno,Konduga,157322,6065.892,B,80017,77305,98323381.39,624.981766,100,172163593.5,187535476.1,
Borno,Kukawa,203343,5124.413,A,109287,94056,101332239.5,498.3315851,75,181817528.8,197375897.6,
Borno,Kwaya Kusar,56704,754.692,C,29007,27697,56421840.57,995.0239943,763,112342200.1,119907913.5,
Borno,Mafa,103600,2976.987,B,53351,50249,76011193.83,733.6987821,444,140340927.5,151553884.8,
Borno,Magumeri,140257,5057.607,A,72510,67747,89951010.87,641.329922,172,160699642.7,174477633.8,
Borno,Maiduguri,540016,137.356,B,282409,257607,130990166.2,242.5671947,7,257125682.4,275907894.3,
Borno,Marte,129409,3280.02,A,67777,61632,81798000.83,632.0889647,300,150209812.2,162388638.1,
Borno,Mobbar,116633,2925.968,A,61426,55207,76171875.26,653.0902511,441,142273706.7,153397687.2,
Borno,Monguno,109834,1993.201,A,57146,52688,74350972.39,676.9394941,483,139346201,150153839,
Borno,Ngala,236498,1519.821,B,122127,114371,85032887.21,359.5501324,238,168182375.3,180031606.7,
Borno,Nganzai,99074,2572.345,A,50822,48252,73914755.05,746.0560293,501,137519884.5,148330274.5,
Borno,Shani,100989,1238.933,C,51360,49629,71687393.73,709.8534863,551,135386794.6,145709153.1,
Cross River,Abi,144317,284.901,B,73077,71240,75998158.54,526.6057259,445,141384056.8,153361415.5,
Cross River,Akamkpa,149705,5049.99,C,76921,72784,95528763.32,638.1133784,115,163566498,179498995.6,
Cross River,Akpabuyo,272262,813.684,C,141602,130660,91449156.81,335.8865975,151,175174397.3,189146934.4,
Cross River,Bakassi,31641,462.622,C,18175,13466,59004597.32,1864.814555,750,107801966.3,117334918.4,
Cross River,Bekwara,105497,310.003,A,52914,52583,70485215.81,668.1253098,587,130154244.6,141362013.2,
Cross River,Biase,168113,1323.39,C,85625,82488,81088012.62,482.3423092,313,150201575.9,162997699.4,
Cross River,Boki,186611,2805.71,B,95154,91457,92963130.67,498.1653315,133,165440702.7,180519374.7,
Cross River,Calabar South,191515,185.498,C,94584,96931,73641110.24,384.5187596,504,143429244.3,154599619.8,
Cross River,Calabar-Municipal,183681,142.736,C,93092,90589,78492346.49,427.3296993,372,150364069.8,162417397.5,
Cross River,Etung,80036,823.917,B,41089,38947,61462566.26,767.9365068,732,116873712.5,126466023.4,
Cross River,Ikom,163691,1984.36,B,82646,81045,83864805,512.3360783,255,152327009.2,165757251.2,
Cross River,Obanliku,109633,1070.63,A,55998,53635,72373634.24,660.1446119,535,132818758.4,144372671.2,
Cross River,Obubra,172543,1127.42,B,87153,85390,79766680.49,462.300299,341,149193562.1,161687706.1,
Cross River,Obudu,161457,459.458,A,81537,79920,75518021.42,467.7283823,452,142903715.2,154639686.4,
Cross River,Odukpani,192884,1366.23,C,100697,92187,85659728.85,444.099712,228,158303408.2,171822248.1,
Cross River,Ogoja,171574,985.598,A,86802,84772,80505450.25,469.217074,325,149928162.2,162579207.9,
Cross River,Yakurr,196271,676.86,B,99485,96786,80822820.98,411.7919661,318,153554021.6,166041383.4,
Cross River,Yala,211557,1763.59,A,105416,106141,89130480.2,421.3071664,185,164552959.7,178613572.9,
Delta,Aniocha North,104062,411.014,B,52448,51614,62414615.84,599.782974,723,126315791.6,139524145.3,
Delta,Aniocha South,142045,877.34,B,69224,72821,68029454.83,478.9288946,635,137244584.4,151272256.2,
Delta,Bomadi,86016,129.773,C,43435,42581,58153973.18,676.0832075,755,119247603.7,131748743,
Delta,Burutu,207977,1949.72,C,106169,101808,83577774.84,401.8606617,264,163456576.2,180035889.5,
Delta,Ethiope East,200942,383.544,A,101596,99346,76042788.09,378.431528,443,154039006.8,169152411.9,
Delta,Ethiope West,202712,541.272,A,102750,99962,77893724.76,384.2580842,384,156435226.7,171902943.1,
Delta,Ika North East,182819,467.935,B,91431,91388,82581721.47,451.7130138,285,158894214.3,175511336.7,
Delta,Ika South,167060,440.243,B,82214,84846,77669317.19,464.918695,393,150713765.5,166517654.6,
Delta,Isoko North,143559,481.422,C,71948,71611,73081103.74,509.0666816,517,143238005.7,158270824,
Delta,Isoko South,235147,709.463,C,119167,115980,81720985.36,347.5314818,303,163838456.5,179867872.4,
Delta,Ndokwa East,103224,1632.24,B,52306,50918,68670815.01,665.2601625,623,132945197,147453739.1,
Delta,Ndokwa West,150024,823.709,B,73842,76182,70823560.24,472.0815352,576,141462143,155982762.6,
Delta,Okpe,128398,448.718,A,65270,63128,64872852.74,505.248156,685,132383338.8,145860847.3,
Delta,Oshimili North,118540,515.506,B,58101,60439,63534204.67,535.9727069,704,128955538.3,142295110.9,
Delta,Oshimili South,150032,270.538,B,76078,73954,68941940.17,459.5149046,620,139443542.8,153574843.3,
Delta,Patani,67391,218.548,C,34307,33084,56935190.59,844.848579,760,115386541.6,127813768.4,
Delta,Sapele,174273,454.026,A,86167,88106,71714274.08,411.5053627,550,145449120.1,159942413.3,
Delta,Udu,142480,131.735,A,71813,70667,75400132.02,529.1980069,456,145665564.7,161182413.7,
Delta,Ughelli North,320687,824.738,A,160550,160137,98470377.8,307.0607097,99,194602377.3,213204127.6,
Delta,Ughelli South,212638,791.428,A,107730,104908,78058990.08,367.0980261,380,157949392.7,173357977.9,
Delta,Ukwuani,119034,412.978,B,58890,60144,61907711.11,520.084271,725,127856295.9,140814263.8,
Delta,Uvwie,188728,95.896,A,93999,94729,72740736.24,385.4263079,527,149186488.4,163708133.6,
Delta,Warri North,136149,1855.26,C,70446,65703,74390462.12,546.3900735,481,183428266.9,200534681.7,
